------- 2018-09-06 03:06:09.194458 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-19 23:11:53.094753 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   44424.861,         349,        5000,0           ,    6324.165,           0,           0
SPECIAL     ,NO DAMAGING ,   44424.861,         349,        5000,1           ,    8510.073,           0,           0
SPECIAL     ,NO DAMAGING ,   44424.861,         349,        5000,0           ,    1395.393,           0,           0
SPECIAL     ,NO DAMAGING ,   44424.861,         349,        5000,1           ,   11478.895,           0,           0
------- 2018-09-20 17:23:34.091310 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   56097.293,         598,       10000,0           ,     477.573,           0,           0
------- 2018-09-20 17:25:22.468931 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   87824.788,         644,       15000,0           ,    1105.171,           0,           0
SPECIAL     ,NO DAMAGING ,   87824.788,         644,       15000,1           ,    5056.618,           0,           0
SPECIAL     ,NO DAMAGING ,   87824.788,         644,       15000,1           ,    3004.001,           0,           0
SPECIAL     ,NO DAMAGING ,   87824.788,         644,       15000,0           ,    1998.439,           0,           0
------- 2018-09-20 17:28:23.961655 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,  111898.319,         657,       15000,1           ,    4984.163,           0,           0
SPECIAL     ,NO DAMAGING ,  111898.319,         657,       15000,1           ,   11637.957,           0,           0
SPECIAL     ,NO DAMAGING ,  111898.319,         657,       15000,1           ,    9435.649,           0,           0
SPECIAL     ,NO DAMAGING ,  111898.319,         657,       15000,1           ,    9880.005,           0,           0
------- 2018-09-20 17:37:48.978205 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    7683.767,          93,        1000,1           ,    4843.757,           0,           0
SPECIAL     ,NO DAMAGING ,    7683.767,          93,        1000,0           ,     331.486,           0,           0
OMNICIENT   ,NO DAMAGING ,    7683.767,          93,        1000,0           ,     280.528,           0,           0
SPECIAL     ,NO DAMAGING ,    7683.767,          93,        1000,1           ,    2558.363,           0,           0
SPECIAL     ,NO DAMAGING ,    7683.767,          93,        1000,0           ,     324.913,           0,           0
------- 2018-09-20 17:50:19.940341 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-20 17:50:54.522074 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    7362.254,         151,        1000,0           ,    2045.724,           0,           0
------- 2018-09-20 17:52:22.862326 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-20 18:28:01.657089 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    9435.427,         214,        1000,1           ,    1458.247,           0,           0
------- 2018-09-20 18:29:06.040486 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,  130280.691,         636,       20000,1           ,   11595.797,           0,           0
------- 2018-09-20 18:34:11.023335 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-20 18:44:24.908156 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-20 18:45:03.709988 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   11364.904,         174,        1000,0           ,     589.407,           0,           0
SPECIAL     ,NO DAMAGING ,   11364.904,         174,        1000,0           ,    3698.798,           0,           0
SPECIAL     ,NO DAMAGING ,   11364.904,         174,        1000,1           ,    6311.848,           0,           0
------- 2018-09-20 18:49:15.777341 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   68419.356,         612,       10000,1           ,   23651.754,           0,           0
SPECIAL     ,NO DAMAGING ,   68419.356,         612,       10000,1           ,    7623.866,           0,           0
------- 2018-09-20 18:55:25.057655 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   48073.770,         571,       10000,1           ,    5301.955,           0,           0
------- 2018-09-20 19:01:58.235885 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    3092.973,          81,        1000,0           ,    1044.912,           0,           0
SPECIAL     ,NO DAMAGING ,    3092.973,          81,        1000,0           ,     235.166,           0,           0
SPECIAL     ,NO DAMAGING ,    3092.973,          81,        1000,0           ,     373.905,           0,           0
------- 2018-09-20 19:02:38.233961 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-20 19:59:16.386253 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
OMNICIENT   ,NO DAMAGING ,   57923.056,         498,       10000,1           ,      14.858,           0,           0
OMNICIENT   ,NO DAMAGING ,   57923.056,         498,       10000,1           ,      14.858,           0,           0
OMNICIENT   ,NO DAMAGING ,   57923.056,         498,       10000,0           ,    1212.433,           0,           0
SPECIAL     ,NO DAMAGING ,   57923.056,         498,       10000,1           ,    2475.663,           0,           0
SPECIAL     ,NO DAMAGING ,   57923.056,         498,       10000,1           ,    4020.697,           0,           0
------- 2018-09-20 22:39:41.619715 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-20 22:48:50.268164 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    7177.774,          12,        1000,0           ,      41.806,           0,           0
------- 2018-09-20 22:49:39.403413 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    7978.761,          12,        1000,0           ,      88.269,           0,           0
------- 2018-09-20 22:50:49.576232 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-20 22:52:39.461365 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   26922.536,          83,        5000,0           ,     126.627,           0,           0
SPECIAL     ,NO DAMAGING ,   26922.536,          83,        5000,0           ,     164.722,           0,           0
SPECIAL     ,NO DAMAGING ,   26922.536,          83,        5000,0           ,     140.373,           0,           0
SPECIAL     ,NO DAMAGING ,   26922.536,          83,        5000,0           ,     124.297,           0,           0
SPECIAL     ,NO DAMAGING ,   26922.536,          83,        5000,0           ,     145.435,           0,           0
SPECIAL     ,NO DAMAGING ,   26922.536,          83,        5000,0           ,     145.624,           0,           0
SPECIAL     ,NO DAMAGING ,   26922.536,          83,        5000,0           ,     140.267,           0,           0
------- 2018-09-20 22:57:09.898666 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   69805.322,         188,        7000,1           ,    6486.821,           0,           0
SPECIAL     ,NO DAMAGING ,   69805.322,         188,        7000,1           ,    3199.007,           0,           0
SPECIAL     ,NO DAMAGING ,   69805.322,         188,        7000,1           ,    7883.444,           0,           0
------- 2018-09-20 23:02:29.265785 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     340.591,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     224.763,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     352.519,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     814.491,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,1           ,    8408.614,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,1           ,    1567.055,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     233.610,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     234.152,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     212.388,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     299.719,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     237.796,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     263.601,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     311.872,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,1           ,   10026.359,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,1           ,    2015.044,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     444.397,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     378.644,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     498.659,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     183.524,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     482.383,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     250.000,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     206.810,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     695.294,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     227.337,           0,           0
SPECIAL     ,NO DAMAGING ,   93508.480,         188,       10000,0           ,     618.051,           0,           0
------- 2018-09-20 23:06:52.601558 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-20 23:09:21.178691 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-20 23:09:36.261910 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   95150.391,         357,       10000,1           ,    2462.897,           0,           0
------- 2018-09-20 23:15:06.869606 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   91072.262,         188,       10000,1           ,    1251.914,           0,           0
------- 2018-09-20 23:17:48.315712 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   73834.762,          83,       10000,1           ,     634.421,           0,           0
SPECIAL     ,NO DAMAGING ,   73834.762,          83,       10000,1           ,    5042.937,           0,           0
SPECIAL     ,NO DAMAGING ,   73834.762,          83,       10000,1           ,     283.449,           0,           0
SPECIAL     ,NO DAMAGING ,   73834.762,          83,       10000,1           ,     283.449,           0,           0
------- 2018-09-21 06:58:35.039098 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     158.458,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     131.858,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     156.961,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     138.400,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,1           ,    2873.425,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     238.376,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     615.718,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     603.539,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     293.879,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     254.672,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     300.214,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     259.608,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,1           ,    7301.513,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,1           ,    1371.829,           0,           0
SPECIAL     ,NO DAMAGING ,   65734.191,          83,       10000,0           ,     285.106,           0,           0
------- 2018-09-21 07:09:24.891622 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   74904.045,          83,       10000,1           ,    2074.383,           0,           0
SPECIAL     ,NO DAMAGING ,   74904.045,          83,       10000,1           ,     977.581,           0,           0
SPECIAL     ,NO DAMAGING ,   74904.045,          83,       10000,1           ,     581.125,           0,           0
REGULAR     ,NO DAMAGING ,   74904.045,          83,       10000,1           ,    1137.527,           0,           0
SPECIAL     ,NO DAMAGING ,   74904.045,          83,       10000,1           ,     609.440,           0,           0
------- 2018-09-21 16:51:22.611366 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,   13001.765,          16,        1000,0           ,       0.000,           0,           0
SPECIAL     ,NO DAMAGING ,   13001.765,          16,        1000,0           ,       0.000,           0,           0
------- 2018-09-21 17:02:49.349130 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    8328.559,          12,        1000,0           ,      65.839,           0,           0
SPECIAL     ,NO DAMAGING ,    8328.559,          12,        1000,1           ,    1115.828,           0,           0
------- 2018-09-21 17:05:36.379878 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-21 17:26:54.946734 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    5102.692,          12,        1000,0           ,     129.311,           0,           0
SPECIAL     ,NO DAMAGING ,    5102.692,          12,        1000,0           ,      66.407,           0,           0
SPECIAL     ,NO DAMAGING ,    5102.692,          12,        1000,0           ,      82.898,           0,           0
SPECIAL     ,NO DAMAGING ,    5102.692,          12,        1000,0           ,     194.978,           0,           0
SPECIAL     ,NO DAMAGING ,    5102.692,          12,        1000,0           ,      63.095,           0,           0
------- 2018-09-21 17:32:23.247670 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-21 17:32:48.777436 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    7828.068,          12,        1000,1           ,    1709.117,           0,           0
------- 2018-09-22 11:12:54.257492 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    6433.114,          12,        1000,0           ,      66.694,           0,           0
------- 2018-09-22 11:23:04.629490 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    6702.605,          12,        1000,0           ,      98.551,           0,           0
SPECIAL     ,NO DAMAGING ,    6970.261,          12,        1000,0           ,      76.106,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      61.189,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      67.445,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      76.796,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      68.023,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      65.099,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      67.170,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      63.144,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      89.993,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      63.932,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      74.111,           0,           0
REGULAR     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,     107.555,           0,           0
REGULAR     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,     108.632,           0,           0
SPECIAL     ,NO DAMAGING ,   13450.923,          25,        1000,0           ,      64.728,           0,           0
SPECIAL     ,NO DAMAGING ,   12683.031,          25,        1000,0           ,      52.158,           0,           0
SPECIAL     ,NO DAMAGING ,   12683.031,          25,        1000,0           ,      48.264,           0,           0
------- 2018-09-22 11:42:05.534884 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-22 11:42:17.198092 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    5029.524,          20,        1000,1           ,    1997.084,           0,           0
REGULAR     ,NO DAMAGING ,    5029.524,          20,        1000,1           ,    3266.544,           0,           0
REGULAR     ,NO DAMAGING ,    5029.524,          20,        1000,0           ,      93.679,           0,           0
SPECIAL     ,NO DAMAGING ,    5029.524,          20,        1000,1           ,    1390.098,           0,           0
OMNICIENT   ,NO DAMAGING ,    5029.524,          20,        1000,0           ,      97.014,           0,           0
OMNICIENT   ,NO DAMAGING ,    5029.524,          20,        1000,1           ,      97.014,           0,           0
SPECIAL     ,NO DAMAGING ,    5029.524,          20,        1000,1           ,     528.098,           0,           0
REGULAR     ,NO DAMAGING ,    5029.524,          20,        1000,1           ,     473.110,           0,           0
SPECIAL     ,NO DAMAGING ,    5029.524,          20,        1000,1           ,     449.683,           0,           0
------- 2018-09-22 11:48:15.750409 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    7942.089,          20,        1000,0           ,      50.881,           0,           0
SPECIAL     ,NO DAMAGING ,    7942.089,          20,        1000,0           ,      40.681,           0,           0
SPECIAL     ,NO DAMAGING ,    7942.089,          20,        1000,0           ,      47.692,           0,           0
SPECIAL     ,NO DAMAGING ,    7942.089,          20,        1000,0           ,      48.866,           0,           0
SPECIAL     ,NO DAMAGING ,    7942.089,          20,        1000,0           ,      54.157,           0,           0
SPECIAL     ,NO DAMAGING ,    7942.089,          20,        1000,0           ,      41.463,           0,           0
SPECIAL     ,NO DAMAGING ,    7942.089,          20,        1000,0           ,      93.127,           0,           0
REGULAR     ,NO DAMAGING ,    7942.089,          20,        1000,0           ,     111.179,           0,           0
SPECIAL     ,NO DAMAGING ,    7684.671,          20,        1000,0           ,     178.518,           0,           0
SPECIAL     ,NO DAMAGING ,    7684.671,          20,        1000,0           ,     154.091,           0,           0
SPECIAL     ,NO DAMAGING ,    7684.671,          20,        1000,0           ,     160.462,           0,           0
SPECIAL     ,NO DAMAGING ,    6982.635,          20,        1000,0           ,      74.289,           0,           0
SPECIAL     ,NO DAMAGING ,    6982.635,          20,        1000,0           ,      94.961,           0,           0
SPECIAL     ,NO DAMAGING ,    6982.635,          20,        1000,0           ,     125.275,           0,           0
SPECIAL     ,NO DAMAGING ,    6982.635,          20,        1000,0           ,      82.385,           0,           0
SPECIAL     ,NO DAMAGING ,    6982.635,          20,        1000,0           ,      86.592,           0,           0
SPECIAL     ,NO DAMAGING ,    6982.635,          20,        1000,0           ,     102.917,           0,           0
SPECIAL     ,NO DAMAGING ,    6982.635,          20,        1000,0           ,      78.105,           0,           0
SPECIAL     ,NO DAMAGING ,    6982.635,          20,        1000,0           ,     140.881,           0,           0
------- 2018-09-22 11:52:29.372416 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-22 11:52:41.155828 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    7549.134,          20,        1000,0           ,      85.091,           0,           0
SPECIAL     ,NO DAMAGING ,    7549.134,          20,        1000,0           ,      85.554,           0,           0
SPECIAL     ,NO DAMAGING ,    7549.134,          20,        1000,0           ,      79.101,           0,           0
SPECIAL     ,NO DAMAGING ,    7549.134,          20,        1000,0           ,     131.491,           0,           0
SPECIAL     ,NO DAMAGING ,    7549.134,          20,        1000,0           ,      71.995,           0,           0
SPECIAL     ,NO DAMAGING ,    7549.134,          20,        1000,0           ,     113.030,           0,           0
------- 2018-09-22 11:53:27.380372 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    7434.738,          29,        1000,1           ,    2496.315,           0,           0
REGULAR     ,NO DAMAGING ,    7434.738,          29,        1000,1           ,    2547.338,           0,           0
OMNICIENT   ,NO DAMAGING ,    7434.738,          29,        1000,0           ,     151.671,           0,           0
REGULAR     ,NO DAMAGING ,    7434.738,          29,        1000,0           ,     143.367,           0,           0
SPECIAL     ,NO DAMAGING ,    7434.738,          29,        1000,1           ,     323.659,           0,           0
------- 2018-09-22 11:55:24.248063 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    9829.790,          29,        1000,1           ,     630.914,           0,           0
REGULAR     ,NO DAMAGING ,    9829.790,          29,        1000,1           ,     821.752,           0,           0
OMNICIENT   ,NO DAMAGING ,    9829.790,          29,        1000,0           ,     171.552,           0,           0
SPECIAL     ,NO DAMAGING ,    9829.790,          29,        1000,1           ,     423.570,           0,           0
------- 2018-09-22 12:06:45.813297 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-22 12:15:44.559204 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     138.650,           0,           0
SPECIAL     ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     132.642,           0,           0
SPECIAL     ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     134.204,           0,           0
SPECIAL     ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     130.132,           0,           0
SPECIAL     ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     218.145,           0,           0
SPECIAL     ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     139.646,           0,           0
SPECIAL     ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     141.960,           0,           0
SPECIAL     ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     126.685,           0,           0
SPECIAL     ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     130.487,           0,           0
REGULAR     ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     132.799,           0,           0
OMNICIENT   ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     134.798,           0,           0
OMNICIENT   ,NO DAMAGING ,    9496.063,          29,        1000,0           ,     155.872,           0,           0
------- 2018-09-22 12:17:30.002684 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    6818.870,          29,        1000,0           ,     121.923,           0,           0
------- 2018-09-22 12:22:58.041007 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
------- 2018-09-22 14:15:33.130399 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    8511.625,          29,        1000,0           ,      71.441,           0,           0
------- 2018-09-22 14:16:33.188282 -------
fph_mode    ,damage_mode ,lng_length  ,lng_num_sqrs,lng_time    ,fph_aborted ,fph_sr_lnth ,fph_num_trps,fph_num_dmgd
SPECIAL     ,NO DAMAGING ,    8031.966,          29,        1000,1           ,    1626.786,           0,           0
